Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
SERVICIO DE IMPUESTOS INTERNOS,,,,,,,,,,,,
SUBDIRECCIÓN DE AVALUACIONES,,,,,,,,,,,,
DEPARTAMENTO DE TASACIONES,,,,,,,,,,,,
TASACIÓN DE VEHÍCULOS DE PASAJEROS Y CARGA AJENA 2026,,,,,,,,,,,,
POR RESOLUCIÓN EXENTA SII N° 07  DEL 14 DE ENERO DE 2026,,,,,,,,,,,,
,,,,,,,,,,,,
Código SII,Año,Tipo,Marca,Modelo,Versión,Cilindrada (CC),Carga (KG),Pasajeros (cantidad),Transmisión,Tracción,País,Tasación 2026
CA2430095,2017,Camión,VOLKSWAGEN,31280,CORTO CONSTELLATION,,,,,,,33.117.031 
CA2430096,2012,Camión,VOLKSWAGEN,31280,LARGO CONSTELLATION,,,,,,,21.206.333 
CA2430097,2012,Camión,VOLKSWAGEN,31330,CORTO CONSTELLATION,,,,,,,22.648.264 
CA2430097,2013,Camión,VOLKSWAGEN,31330,CORTO CONSTELLATION,,,,,,,23.850.765 
CA2430097,2014,Camión,VOLKSWAGEN,31330,CORTO CONSTELLATION,,,,,,,25.519.399 
CA2430097,2015,Camión,VOLKSWAGEN,31330,CORTO CONSTELLATION,,,,,,,27.871.115 
CA2430097,2016,Camión,VOLKSWAGEN,31330,CORTO CONSTELLATION,,,,,,,30.507.464 
CA2430097,2017,Camión,VOLKSWAGEN,31330,CORTO CONSTELLATION,,,,,,,34.968.869 
CA2430098,2012,Camión,VOLKSWAGEN,31330,LARGO CONSTELLATION,,,,,,,23.267.457 
CA2430099,2012,Camión,VOLKSWAGEN,31390,CONSTELLATION CORTO,,,,,,,25.841.563 
CA2430099,2013,Camión,VOLKSWAGEN,31390,CONSTELLATION CORTO,,,,,,,27.069.144 
CA2430099,2014,Camión,VOLKSWAGEN,31390,CONSTELLATION CORTO,,,,,,,28.962.939 
CA2430099,2015,Camión,VOLKSWAGEN,31390,CONSTELLATION CORTO,,,,,,,31.631.991 
CA2430099,2016,Camión,VOLKSWAGEN,31390,CONSTELLATION CORTO,,,,,,,34.624.084 
CA2430099,2017,Camión,VOLKSWAGEN,31390,CONSTELLATION CORTO,,,,,,,38.641.680 
CA2430100,2012,Camión,VOLKSWAGEN,31390,LARGO CONSTELLATION,,,,,,,24.348.904 
CA2430101,2012,Camión,VOLKSWAGEN,24220,SIN VERSION,,,,,,,17.730.004 
CA2430102,2013,Camión,VOLKSWAGEN,10160,SIN VERSION,,,,,,,10.930.866 
CA2430102,2014,Camión,VOLKSWAGEN,10160,SIN VERSION,,,,,,,11.624.965 
CA2430102,2015,Camión,VOLKSWAGEN,10160,SIN VERSION,,,,,,,12.889.547 
CA2430102,2016,Camión,VOLKSWAGEN,10160,SIN VERSION,,,,,,,13.971.130 
CA2430102,2017,Camión,VOLKSWAGEN,10160,SIN VERSION,,,,,,,15.131.057 
CA2430103,2013,Camión,VOLKSWAGEN,17190,SIN VERSION,,,,,,,16.009.780 
CA2430103,2014,Camión,VOLKSWAGEN,17190,SIN VERSION,,,,,,,17.026.386 
CA2430104,2013,Camión,VOLKSWAGEN,17230,SIN VERSION,,,,,,,16.031.453 
CA2430104,2014,Camión,VOLKSWAGEN,17230,SIN VERSION,,,,,,,17.049.436 
CA2430105,2013,Camión,VOLKSWAGEN,17280,SIN VERSION,,,,,,,19.788.262 
CA2430106,2013,Camión,VOLKSWAGEN,19330,SIN VERSION,,,,,,,24.256.930 
CA2430106,2014,Camión,VOLKSWAGEN,19330,SIN VERSION,,,,,,,26.395.781 
CA2430106,2015,Camión,VOLKSWAGEN,19330,SIN VERSION,,,,,,,28.828.259 
CA2430106,2016,Camión,VOLKSWAGEN,19330,SIN VERSION,,,,,,,32.835.624 
CA2430107,2013,Camión,VOLKSWAGEN,19390,SIN VERSION,,,,,,,26.535.205 
CA2430107,2014,Camión,VOLKSWAGEN,19390,SIN VERSION,,,,,,,28.874.943 
CA2430107,2015,Camión,VOLKSWAGEN,19390,SIN VERSION,,,,,,,31.535.887 
CA2430107,2016,Camión,VOLKSWAGEN,19390,SIN VERSION,,,,,,,34.518.889 
CA2430108,2013,Camión,VOLKSWAGEN,24280,SIN VERSION,,,,,,,20.951.427 
CA2430109,2013,Camión,VOLKSWAGEN,31280,SIN VERSION,,,,,,,23.061.019 
CA2430110,2013,Camión,VOLKSWAGEN,31330,SIN VERSION,,,,,,,24.513.169 
CA2430111,2013,Camión,VOLKSWAGEN,31390,SIN VERSION,,,,,,,26.913.158 
CA2430112,2013,Camión,VOLKSWAGEN,8160,SIN VERSION,,,,,,,10.010.872 
CA2430112,2014,Camión,VOLKSWAGEN,8160,SIN VERSION,,,,,,,10.893.581 
CA2430112,2015,Camión,VOLKSWAGEN,8160,SIN VERSION,,,,,,,11.897.467 
CA2430113,2013,Camión,VOLKSWAGEN,9160,SIN VERSION,,,,,,,11.032.009 
CA2430113,2014,Camión,VOLKSWAGEN,9160,SIN VERSION,,,,,,,11.732.532 
CA2430113,2015,Camión,VOLKSWAGEN,9160,SIN VERSION,,,,,,,13.397.433 
CA2430114,2014,Camión,VOLKSWAGEN,17280,CONSTELLATION,,,,,,,20.226.382 
CA2430114,2015,Camión,VOLKSWAGEN,17280,CONSTELLATION,,,,,,,21.539.009 
CA2430114,2016,Camión,VOLKSWAGEN,17280,CONSTELLATION,,,,,,,23.834.917 
CA2430114,2017,Camión,VOLKSWAGEN,17280,CONSTELLATION,,,,,,,26.334.676 
CA2430115,2014,Camión,VOLKSWAGEN,26280,CONSTELLATION C/L,,,,,,,24.208.286 
CA2430115,2015,Camión,VOLKSWAGEN,26280,CONSTELLATION C/L,,,,,,,26.439.178 
CA2430115,2016,Camión,VOLKSWAGEN,26280,CONSTELLATION C/L,,,,,,,28.940.078 
CA2430116,2014,Camión,VOLKSWAGEN,31290,CONSTELLATION C/L,,,,,,,28.117.490 
CA2430117,2014,Camión,VOLKSWAGEN,WORKER 15190,SIN VERSION,,,,,,,16.606.011 
CA2430118,2015,Camión,VOLKSWAGEN,CONSTELLATION 17190,CE 4800 MM,,,,,,,20.547.840 
CA2430118,2016,Camión,VOLKSWAGEN,CONSTELLATION 17190,CE 4800 MM,,,,,,,21.885.279 
CA2430118,2017,Camión,VOLKSWAGEN,CONSTELLATION 17190,CE 4800 MM,,,,,,,24.112.470 
CA2430119,2015,Camión,VOLKSWAGEN,DELIVERY 5150,SIN VERSION,,,,,,,9.586.580 
CA2430119,2016,Camión,VOLKSWAGEN,DELIVERY 5150,SIN VERSION,,,,,,,10.210.561 
CA2430120,2015,Camión,VOLKSWAGEN,WORKER 13190,4800 MM,,,,,,,17.964.889 
CA2430120,2016,Camión,VOLKSWAGEN,WORKER 13190,4800 MM,,,,,,,19.134.206 
CA2430121,2015,Camión,VOLKSWAGEN,WORKER 15190,4800 MM,,,,,,,19.600.034 
CA2430121,2016,Camión,VOLKSWAGEN,WORKER 15190,4800 MM,,,,,,,20.875.781 
CA2430122,2015,Camión,VOLKSWAGEN,WORKER 17190,4800 MM,,,,,,,20.178.846 
CA2430122,2016,Camión,VOLKSWAGEN,WORKER 17190,4800 MM,,,,,,,21.492.269 
CA2430123,2015,Camión,VOLKSWAGEN,WORKER 17230,3560MM,,,,,,,20.547.840 
CA2430123,2016,Camión,VOLKSWAGEN,WORKER 17230,3560MM,,,,,,,21.885.279 
CA2430124,2015,Camión,VOLKSWAGEN,WORKER 17230,4800 MM,,,,,,,19.730.267 
CA2430124,2016,Camión,VOLKSWAGEN,WORKER 17230,4800 MM,,,,,,,21.014.491 
CA2430124,2017,Camión,VOLKSWAGEN,WORKER 17230,4800 MM,,,,,,,23.325.439 
CA2430125,2016,Camión,VOLKSWAGEN,CONSTELLATION 17280,CE-AT 4340 MM,,,,,,,28.530.673 
CA2430125,2017,Camión,VOLKSWAGEN,CONSTELLATION 17280,CE-AT 4340 MM,,,,,,,30.462.730 
CA2430126,2016,Camión,VOLKSWAGEN,CONSTELLATION 25390,AZ 3300 MM,,,,,,,38.539.533 
CA2430126,2017,Camión,VOLKSWAGEN,CONSTELLATION 25390,AZ 3300 MM,,,,,,,41.149.376 
CA2430127,2016,Camión,VOLKSWAGEN,DELIVERY 8160,SIN VERSION,,,,,,,12.581.534 
CA2430127,2017,Camión,VOLKSWAGEN,DELIVERY 8160,SIN VERSION,,,,,,,13.433.540 
CA2430127,2018,Camión,VOLKSWAGEN,DELIVERY 8160,SIN VERSION,,,,,,,14.824.393 
CA2430128,2016,Camión,VOLKSWAGEN,DELIVERY 9160,SIN VERSION,,,,,,,13.773.927 
CA2430129,2017,Camión,VOLKSWAGEN,CONSTELLATION 17280,CL 5207 MM,,,,,,,29.538.420 
CA2430130,2017,Camión,VOLKSWAGEN,CONSTELLATION 17280,CL AZ 5207 MM,,,,,,,30.292.868 
CA2430131,2017,Camión,VOLKSWAGEN,CONSTELLATION 19330,AZ 3560 MM,,,,,,,35.803.927 
CA2430132,2017,Camión,VOLKSWAGEN,CONSTELLATION 19360,CL BAJA 3560 MM,,,,,,,33.461.547 
CA2430133,2017,Camión,VOLKSWAGEN,CONSTELLATION 24330,AZ CL 6431 MM,,,,,,,34.309.403 
CA2430134,2017,Camión,VOLKSWAGEN,CONSTELLATION 26280,CE 4800 MM,,,,,,,33.095.102 
CA2430135,2017,Camión,VOLKSWAGEN,CONSTELLATION 26420,AZ 3300 MM,,,,,,,44.260.926 
CA2430136,2018,Camión,VOLKSWAGEN,CONSTELLATION 13190 DC 4800 MM,CHASIS CABINADO MT6,4.600,8.400,3,Mecánica,4X2,BRASIL,22.981.996 
CA2430137,2018,Camión,VOLKSWAGEN,CONSTELLATION 15.190 DC 4800 MM,CHASIS CABINADO MT6,4.600,10.490,3,Mecánica,4X2,BRASIL,25.053.214 
CA2430138,2018,Camión,VOLKSWAGEN,CONSTELLATION 17.190 AZ DC 4800 MM,CHASIS CABINADO AZ6,4.600,11.950,3,Automática,4X2,BRASIL,28.862.267 
CA2430138,2020,Camión,VOLKSWAGEN,CONSTELLATION 17.190 AZ DC 4800 MM,CHASIS CABINADO AZ6,4.600,11.950,3,Automática,4X2,BRASIL,31.625.482 
CA2430139,2018,Camión,VOLKSWAGEN,CONSTELLATION 17.190 DC 4800 MM,CHASIS CABINADO MT6,4.600,11.950,3,Mecánica,4X2,BRASIL,25.727.069 
CA2430140,2018,Camión,VOLKSWAGEN,CONSTELLATION 17.230 DC 4800 MM,CHASIS CABINADO MT9,4.600,11.770,3,Mecánica,4X2,BRASIL,26.393.830 
CA2430141,2018,Camión,VOLKSWAGEN,CONSTELLATION 17.280 DC 4800 MM,CHASIS CABINADO MT9,6.900,1.700,3,Mecánica,4X2,BRASIL,29.734.732 
CA2430141,2020,Camión,VOLKSWAGEN,CONSTELLATION 17.280 DC 4800 MM,CHASIS CABINADO MT9,6.900,1.700,3,Mecánica,4X2,BRASIL,33.336.980 
CA2430141,2021,Camión,VOLKSWAGEN,CONSTELLATION 17.280 DC 4800 MM,CHASIS CABINADO MT9,6.900,1.700,3,Mecánica,4X2,BRASIL,35.173.005 
CA2430141,2022,Camión,VOLKSWAGEN,CONSTELLATION 17.280 DC 4800 MM,CHASIS CABINADO MT9,6.900,1.700,3,Mecánica,4X2,BRASIL,37.534.969 
CA2430141,2023,Camión,VOLKSWAGEN,CONSTELLATION 17.280 DC 4800 MM,CHASIS CABINADO MT9,6.900,1.700,3,Mecánica,4X2,BRASIL,40.050.699 
CA2430142,2018,Camión,VOLKSWAGEN,CONSTELLATION 17.280 DC AZ 4800 MM,CHASIS CABINADO AZ6,6.900,11.700,3,Automática,4X2,BRASIL,32.110.956 
CA2430143,2018,Camión,VOLKSWAGEN,CONSTELLATION 17.280 DC-AT 4340 MM,CHASIS CABINADO AT6,6.900,11.700,3,Automática,4X2,BRASIL,35.728.493 
CA2430144,2018,Camión,VOLKSWAGEN,CONSTELLATION 17.280 HR AZ 5207 MM,CHASIS CABINADO AZ6,6.900,11.260,3,Automática,4X2,BRASIL,35.338.366 
CA2430144,2020,Camión,VOLKSWAGEN,CONSTELLATION 17.280 HR AZ 5207 MM,CHASIS CABINADO AZ6,6.900,11.260,3,Automática,4X2,BRASIL,38.545.883 
CA2430144,2021,Camión,VOLKSWAGEN,CONSTELLATION 17.280 HR AZ 5207 MM,CHASIS CABINADO AZ6,6.900,11.260,3,Automática,4X2,BRASIL,40.026.803 
CA2430145,2018,Camión,VOLKSWAGEN,CONSTELLATION 17.280 HR MT9 5207 MM,CHASIS CABINADO MT9,6.900,11.260,3,Mecánica,4X2,BRASIL,32.962.142 
CA2430146,2018,Camión,VOLKSWAGEN,CONSTELLATION 17.330 HR MT16  5207 MM,CHASIS CABINADO MT16,8.900,10.570,2,Mecánica,4X2,BRASIL,37.558.541 
CA2430146,2020,Camión,VOLKSWAGEN,CONSTELLATION 17.330 HR MT16  5207 MM,CHASIS CABINADO MT16,8.900,10.570,2,Mecánica,4X2,BRASIL,38.001.292 
CA2430146,2021,Camión,VOLKSWAGEN,CONSTELLATION 17.330 HR MT16  5207 MM,CHASIS CABINADO MT16,8.900,10.570,2,Mecánica,4X2,BRASIL,39.102.054 
CA2430146,2022,Camión,VOLKSWAGEN,CONSTELLATION 17.330 HR MT16  5207 MM,CHASIS CABINADO MT16,8.900,10.570,2,Mecánica,4X2,BRASIL,41.064.619 
CA2430147,2018,Camión,VOLKSWAGEN,CONSTELLATION 24.280 DC MT9 4800 MM,CHASIS CABINADO MT9,6.900,17.260,3,Mecánica,6X2,BRASIL,35.182.314 
CA2430148,2018,Camión,VOLKSWAGEN,CONSTELLATION 24.280 LR AZ 5207 MM,CHASIS CABINADO AZ6,6.900,17.260,3,Automática,6X2,BRASIL,36.203.738 
CA2430148,2020,Camión,VOLKSWAGEN,CONSTELLATION 24.280 LR AZ 5207 MM,CHASIS CABINADO AZ6,6.900,17.260,3,Automática,6X2,BRASIL,41.047.347 
CA2430148,2021,Camión,VOLKSWAGEN,CONSTELLATION 24.280 LR AZ 5207 MM,CHASIS CABINADO AZ6,6.900,17.260,3,Automática,6X2,BRASIL,42.624.374 
CA2430149,2018,Camión,VOLKSWAGEN,CONSTELLATION 24.330 HR AZ 5.207 MM,CHASIS CABINADO AZ12,8.900,16.880,3,Automática,6X2,BRASIL,41.615.856 
CA2430149,2020,Camión,VOLKSWAGEN,CONSTELLATION 24.330 HR AZ 5.207 MM,CHASIS CABINADO AZ12,8.900,16.880,3,Automática,6X2,BRASIL,44.275.675 
CA2430149,2021,Camión,VOLKSWAGEN,CONSTELLATION 24.330 HR AZ 5.207 MM,CHASIS CABINADO AZ12,8.900,16.880,3,Automática,6X2,BRASIL,46.919.091 
CA2430149,2022,Camión,VOLKSWAGEN,CONSTELLATION 24.330 HR AZ 5.207 MM,CHASIS CABINADO AZ12,8.900,16.880,3,Automática,6X2,BRASIL,50.773.867 
CA2430149,2023,Camión,VOLKSWAGEN,CONSTELLATION 24.330 HR AZ 5.207 MM,CHASIS CABINADO AZ12,8.900,16.880,3,Automática,6X2,BRASIL,53.425.699 
CA2430149,2025,Camión,VOLKSWAGEN,CONSTELLATION 24.330 HR AZ 5.207 MM,CHASIS CABINADO AZ12,8.900,16.880,3,Automática,6X2,BRASIL,60.623.052 
CA2430150,2018,Camión,VOLKSWAGEN,CONSTELLATION 26.280 DC 4800 MM,CHASIS CABINADO MT16,6.900,18.760,3,Mecánica,6X4,BRASIL,35.182.314 
CA2430150,2020,Camión,VOLKSWAGEN,CONSTELLATION 26.280 DC 4800 MM,CHASIS CABINADO MT16,6.900,18.760,3,Mecánica,6X4,BRASIL,40.778.270 
CA2430150,2021,Camión,VOLKSWAGEN,CONSTELLATION 26.280 DC 4800 MM,CHASIS CABINADO MT16,6.900,18.760,3,Mecánica,6X4,BRASIL,42.344.959 
CA2430151,2018,Camión,VOLKSWAGEN,CONSTELLATION 31.280 DC MT16 4580 MM,CHASIS CABINADO MT16,6.900,22.770,3,Mecánica,6X4,BRASIL,38.104.718 
CA2430151,2020,Camión,VOLKSWAGEN,CONSTELLATION 31.280 DC MT16 4580 MM,CHASIS CABINADO MT16,6.900,22.770,3,Mecánica,6X4,BRASIL,43.159.482 
CA2430151,2021,Camión,VOLKSWAGEN,CONSTELLATION 31.280 DC MT16 4580 MM,CHASIS CABINADO MT16,6.900,22.770,3,Mecánica,6X4,BRASIL,44.817.657 
CA2430152,2018,Camión,VOLKSWAGEN,CONSTELLATION 31.330 DC MT16 3440 MM,CHASIS CABINADO MT16,8.900,22.154,3,Mecánica,6X4,BRASIL,39.149.908 
CA2430152,2020,Camión,VOLKSWAGEN,CONSTELLATION 31.330 DC MT16 3440 MM,CHASIS CABINADO MT16,8.900,22.154,3,Mecánica,6X4,BRASIL,50.451.947 
CA2430152,2021,Camión,VOLKSWAGEN,CONSTELLATION 31.330 DC MT16 3440 MM,CHASIS CABINADO MT16,8.900,22.154,3,Mecánica,6X4,BRASIL,52.390.296 
CA2430153,2018,Camión,VOLKSWAGEN,CONSTELLATION 31.390 DC MT16 4580 MM,CHASIS CABINADO MT16,8.900,21.660,3,Mecánica,6X4,BRASIL,47.737.295 
CA2430153,2020,Camión,VOLKSWAGEN,CONSTELLATION 31.390 DC MT16 4580 MM,CHASIS CABINADO MT16,8.900,21.660,3,Mecánica,6X4,BRASIL,53.056.398 
CA2430153,2021,Camión,VOLKSWAGEN,CONSTELLATION 31.390 DC MT16 4580 MM,CHASIS CABINADO MT16,8.900,21.660,3,Mecánica,6X4,BRASIL,55.094.810 
CA2430154,2018,Camión,VOLKSWAGEN,DELIVERY 10.160,CHASIS CABINADO MT5,3.800,6.160,3,Mecánica,4X2,BRASIL,15.938.440 
CA2430155,2018,Camión,VOLKSWAGEN,DELIVERY 11.180,CHASIS CABINADO MT6,3.800,7.450,3,Mecánica,4X2,BRASIL,19.655.281 
CA2430155,2020,Camión,VOLKSWAGEN,DELIVERY 11.180,CHASIS CABINADO MT6,3.800,7.450,3,Mecánica,4X2,BRASIL,23.886.542 
CA2430155,2021,Camión,VOLKSWAGEN,DELIVERY 11.180,CHASIS CABINADO MT6,3.800,7.450,3,Mecánica,4X2,BRASIL,26.081.562 
CA2430156,2018,Camión,VOLKSWAGEN,DELIVERY 6.160,CHASIS CABINADO MT6,2.800,3.500,3,Mecánica,4X2,BRASIL,14.292.816 
CA2430156,2020,Camión,VOLKSWAGEN,DELIVERY 6.160,CHASIS CABINADO MT6,2.800,3.500,3,Mecánica,4X2,BRASIL,15.600.531 
CA2430156,2021,Camión,VOLKSWAGEN,DELIVERY 6.160,CHASIS CABINADO MT6,2.800,3.500,3,Mecánica,4X2,BRASIL,16.011.678 
CA2430156,2022,Camión,VOLKSWAGEN,DELIVERY 6.160,CHASIS CABINADO MT6,2.800,3.500,3,Mecánica,4X2,BRASIL,17.914.289 
CA2430157,2018,Camión,VOLKSWAGEN,DELIVERY 9.170,CHASIS CABINADO MT6,3.800,5.750,3,Mecánica,4X2,BRASIL,17.165.565 
CA2430157,2020,Camión,VOLKSWAGEN,DELIVERY 9.170,CHASIS CABINADO MT6,3.800,5.750,3,Mecánica,4X2,BRASIL,18.156.748 
CA2430157,2021,Camión,VOLKSWAGEN,DELIVERY 9.170,CHASIS CABINADO MT6,3.800,5.750,3,Mecánica,4X2,BRASIL,19.416.274 
CA2430158,2019,Camión,VOLKSWAGEN,CONSTELLATION 13.190 DC 4800 MM,MT6,4.600,8.400,3,Mecánica,4X2,BRASIL,25.870.305 
CA2430159,2019,Camión,VOLKSWAGEN,CONSTELLATION 15.190 DC 4800 MM,MT6,4.600,10.490,3,Mecánica,4X2,BRASIL,28.270.545 
CA2430160,2019,Camión,VOLKSWAGEN,CONSTELLATION 19.330 HR AZ 3560 M,AZ16,8.900,38.515,2,Automática,4X2,BRASIL,45.690.896 
CA2430161,2019,Camión,VOLKSWAGEN,CONSTELLATION 32.360 DC AZ16 3440 MM,AZ16,8.900,23.420,3,Automática,6X4,BRASIL,46.488.170 
CA2430161,2020,Camión,VOLKSWAGEN,CONSTELLATION 32.360 DC AZ16 3440 MM,AZ16,8.900,23.420,3,Automática,6X4,BRASIL,54.693.481 
CA2430161,2021,Camión,VOLKSWAGEN,CONSTELLATION 32.360 DC AZ16 3440 MM,AZ16,8.900,23.420,3,Automática,6X4,BRASIL,56.794.790 
CA2430162,2019,Camión,VOLKSWAGEN,CONSTELLATION 32.360 DC AZ16 4580 MM,AZ16,8.900,23.420,3,Automática,6X4,BRASIL,47.896.727 
CA2430162,2020,Camión,VOLKSWAGEN,CONSTELLATION 32.360 DC AZ16 4580 MM,AZ16,8.900,23.420,3,Automática,6X4,BRASIL,55.884.087 
CA2430162,2021,Camión,VOLKSWAGEN,CONSTELLATION 32.360 DC AZ16 4580 MM,AZ16,8.900,23.420,3,Automática,6X4,BRASIL,58.031.139 
CA2430163,2019,Camión,VOLKSWAGEN,DELIVERY 11.180 AC,MT6,3.800,7.450,3,Mecánica,4X2,BRASIL,22.206.990 
CA2430163,2020,Camión,VOLKSWAGEN,DELIVERY 11.180 AC,MT6,3.800,7.450,3,Mecánica,4X2,BRASIL,24.928.321 
CA2430163,2021,Camión,VOLKSWAGEN,DELIVERY 11.180 AC,MT6,3.800,7.450,3,Mecánica,4X2,BRASIL,25.886.060 
CA2430164,2019,Camión,VOLKSWAGEN,DELIVERY 6160,DELIVERY 6.160 AC,2.800,3.500,3,Mecánica,4X2,BRASIL,15.211.925 
CA2430164,2020,Camión,VOLKSWAGEN,DELIVERY 6160,DELIVERY 6.160 AC,2.800,3.500,3,Mecánica,4X2,BRASIL,16.801.773 
CA2430164,2021,Camión,VOLKSWAGEN,DELIVERY 6160,DELIVERY 6.160 AC,2.800,3.500,3,Mecánica,4X2,BRASIL,16.981.856 
CA2430164,2022,Camión,VOLKSWAGEN,DELIVERY 6160,DELIVERY 6.160 AC,2.800,3.500,3,Mecánica,4X2,BRASIL,17.848.728 
CA2430165,2019,Camión,VOLKSWAGEN,DELIVERY 9170 AC,MT6,3.800,5.750,3,Mecánica,4X2,BRASIL,20.167.199 
CA2430165,2020,Camión,VOLKSWAGEN,DELIVERY 9170 AC,MT6,3.800,5.750,3,Mecánica,4X2,BRASIL,21.200.035 
CA2430165,2021,Camión,VOLKSWAGEN,DELIVERY 9170 AC,MT6,3.800,5.750,3,Mecánica,4X2,BRASIL,22.177.013 
CA2430166,2020,Camión,VOLKSWAGEN,CONSTELLATION 17.230 DC 4800 MM,MT6,4.600,11.770,3,Mecánica,4X2,BRASIL,32.572.536 
CA2430166,2021,Camión,VOLKSWAGEN,CONSTELLATION 17.230 DC 4800 MM,MT6,4.600,11.770,3,Mecánica,4X2,BRASIL,33.606.860 
CA2430166,2022,Camión,VOLKSWAGEN,CONSTELLATION 17.230 DC 4800 MM,MT6,4.600,11.770,3,Mecánica,4X2,BRASIL,34.770.148 
CA2430166,2023,Camión,VOLKSWAGEN,CONSTELLATION 17.230 DC 4800 MM,MT6,4.600,11.770,3,Mecánica,4X2,BRASIL,38.267.365 
CA2430166,2024,Camión,VOLKSWAGEN,CONSTELLATION 17.230 DC 4800 MM,MT6,4.600,11.770,3,Mecánica,4X2,BRASIL,41.686.394 
CA2430166,2025,Camión,VOLKSWAGEN,CONSTELLATION 17.230 DC 4800 MM,MT6,4.600,11.770,3,Mecánica,4X2,BRASIL,43.405.527 
CA2430167,2020,Camión,VOLKSWAGEN,CONSTELLATION 17.280 DC AZ 4800 MM,AZ6,6.900,11.700,3,Automática,4X2,BRASIL,36.239.082 
CA2430167,2021,Camión,VOLKSWAGEN,CONSTELLATION 17.280 DC AZ 4800 MM,AZ6,6.900,11.700,3,Automática,4X2,BRASIL,37.631.378 
CA2430168,2020,Camión,VOLKSWAGEN,CONSTELLATION 17.280 DC-AT 4340 MM,AT,6.900,11.700,3,Automática,4X2,BRASIL,42.899.038 
CA2430168,2021,Camión,VOLKSWAGEN,CONSTELLATION 17.280 DC-AT 4340 MM,AT,6.900,11.700,3,Automática,4X2,BRASIL,44.547.206 
CA2430169,2020,Camión,VOLKSWAGEN,CONSTELLATION 17.280 HR MT9 5207 MM,MT9,6.900,10.570,3,Mecánica,4X2,BRASIL,36.164.670 
CA2430169,2021,Camión,VOLKSWAGEN,CONSTELLATION 17.280 HR MT9 5207 MM,MT9,6.900,10.570,3,Mecánica,4X2,BRASIL,37.554.106 
CA2430170,2020,Camión,VOLKSWAGEN,CONSTELLATION 24.280 DC MT9 4800 MM,MT9,6.900,17.260,3,Mecánica,4X2,BRASIL,37.612.818 
CA2430170,2021,Camión,VOLKSWAGEN,CONSTELLATION 24.280 DC MT9 4800 MM,MT9,6.900,17.260,3,Mecánica,4X2,BRASIL,40.097.171 
CA2430170,2022,Camión,VOLKSWAGEN,CONSTELLATION 24.280 DC MT9 4800 MM,MT9,6.900,17.260,3,Mecánica,4X2,BRASIL,42.096.768 
CA2430170,2023,Camión,VOLKSWAGEN,CONSTELLATION 24.280 DC MT9 4800 MM,MT9,6.900,17.260,3,Mecánica,4X2,BRASIL,45.697.921 
CA2430170,2025,Camión,VOLKSWAGEN,CONSTELLATION 24.280 DC MT9 4800 MM,MT9,6.900,17.260,3,Mecánica,4X2,BRASIL,52.448.345 
CA2430171,2021,Camión,VOLKSWAGEN,CONSTELLATION 14.190,MT DC 4800 MM,4.600,9.150,3,Mecánica,4X2,BRASIL,29.650.972 
CA2430171,2022,Camión,VOLKSWAGEN,CONSTELLATION 14.190,MT DC 4800 MM,4.600,9.150,3,Mecánica,4X2,BRASIL,32.744.702 
CA2430172,2021,Camión,VOLKSWAGEN,CONSTELLATION 17280,LR AZ 5207 MM AZ10,6.900,11.260,3,Automática,4X2,BRASIL,36.151.944 
CA2430172,2022,Camión,VOLKSWAGEN,CONSTELLATION 17280,LR AZ 5207 MM AZ10,6.900,11.260,3,Automática,4X2,BRASIL,37.052.668 
CA2430173,2021,Camión,VOLKSWAGEN,DELIVERY 11.180,MT6,3.800,7.450,3,Mecánica,4X2,BRASIL,23.218.176 
CA2430174,2021,Camión,VOLKSWAGEN,DELIVERY 9.170,V-TRONIC,3.800,5.750,3,Automática,4X2,BRASIL,22.994.926 
CA2430175,2022,Camión,VOLKSWAGEN,CONSTELLATION 17.280 DC 4340MM AT6,AT6,6.800,11.700,2,Automática,4X2,BRASIL,50.517.254 
CA2430175,2023,Camión,VOLKSWAGEN,CONSTELLATION 17.280 DC 4340MM AT6,AT6,6.800,11.700,2,Automática,4X2,BRASIL,52.676.782 
CA2430175,2024,Camión,VOLKSWAGEN,CONSTELLATION 17.280 DC 4340MM AT6,AT6,6.800,11.700,2,Automática,4X2,BRASIL,54.887.086 
CA2430175,2025,Camión,VOLKSWAGEN,CONSTELLATION 17.280 DC 4340MM AT6,AT6,6.800,11.700,2,Automática,4X2,BRASIL,57.150.610 
CA2430176,2022,Camión,VOLKSWAGEN,CONSTELLATION 17.280 DC 4800MM AZ10,AZ10,6.800,11.700,3,Automática,4X2,BRASIL,40.022.940 
CA2430176,2023,Camión,VOLKSWAGEN,CONSTELLATION 17.280 DC 4800MM AZ10,AZ10,6.800,11.700,3,Automática,4X2,BRASIL,42.725.698 
CA2430176,2025,Camión,VOLKSWAGEN,CONSTELLATION 17.280 DC 4800MM AZ10,AZ10,6.800,11.700,3,Automática,4X2,BRASIL,49.192.930 
CA2430177,2022,Camión,VOLKSWAGEN,CONSTELLATION 17.280 HR 4800MM MT9,AZ10,6.800,11.700,2,Automática,4X2,BRASIL,35.216.462 
